,time,ctwl
0,2022/9/4 10:26:52,1539.0997
1,2022/9/4 10:26:58,1539.1076
2,2022/9/4 10:27:04,1539.1052
3,2022/9/4 10:27:10,1539.1044
4,2022/9/4 10:27:16,1539.1155
5,2022/9/4 10:27:22,1539.1163
6,2022/9/4 10:27:28,1539.1139
7,2022/9/4 10:27:34,1539.1155
8,2022/9/4 10:27:40,1539.1163
9,2022/9/4 10:27:46,1539.1187
10,2022/9/4 10:27:52,1539.1226
11,2022/9/4 10:27:58,1539.1305
12,2022/9/4 10:28:04,1539.144
13,2022/9/4 10:28:10,1539.1566
14,2022/9/4 10:28:16,1539.1716
15,2022/9/4 10:28:22,1539.1914
16,2022/9/4 10:28:28,1539.2127
17,2022/9/4 10:28:34,1539.2348
18,2022/9/4 10:28:40,1539.2514
19,2022/9/4 10:28:46,1539.2751
20,2022/9/4 10:28:52,1539.2957
21,2022/9/4 10:28:58,1539.3226
22,2022/9/4 10:29:04,1539.3399
23,2022/9/4 10:29:10,1539.3613
24,2022/9/4 10:29:16,1539.3818
25,2022/9/4 10:29:22,1539.4
26,2022/9/4 10:29:28,1539.4182
27,2022/9/4 10:29:34,1539.4356
28,2022/9/4 10:29:40,1539.4577
29,2022/9/4 10:29:46,1539.4743
30,2022/9/4 10:29:52,1539.4925
31,2022/9/4 10:29:58,1539.498
32,2022/9/4 10:30:04,1539.5202
33,2022/9/4 10:30:10,1539.5328
34,2022/9/4 10:30:16,1539.5431
35,2022/9/4 10:30:22,1539.5629
36,2022/9/4 10:30:28,1539.5834
37,2022/9/4 10:30:34,1539.5969
38,2022/9/4 10:30:40,1539.6103
39,2022/9/4 10:30:46,1539.6214
40,2022/9/4 10:30:52,1539.6325
41,2022/9/4 10:30:58,1539.6538
42,2022/9/4 10:31:04,1539.6657
43,2022/9/4 10:31:10,1539.6807
44,2022/9/4 10:31:16,1539.6965
45,2022/9/4 10:31:22,1539.6973
46,2022/9/4 10:31:28,1539.7028
47,2022/9/4 10:31:34,1539.7226
48,2022/9/4 10:31:40,1539.7519
49,2022/9/4 10:31:46,1539.7637
50,2022/9/4 10:31:52,1539.789
51,2022/9/4 10:31:58,1539.7882
52,2022/9/4 10:32:04,1539.8294
53,2022/9/4 10:32:10,1539.842
54,2022/9/4 10:32:16,1539.8499
55,2022/9/4 10:32:22,1539.876
56,2022/9/4 10:32:28,1539.8839
57,2022/9/4 10:32:34,1539.9148
58,2022/9/4 10:32:40,1539.929
59,2022/9/4 10:32:46,1539.9528
60,2022/9/4 10:32:52,1539.9796
61,2022/9/4 10:32:58,1539.9812
62,2022/9/4 10:33:04,1540.0208
63,2022/9/4 10:33:10,1540.0319
64,2022/9/4 10:33:16,1540.0508
65,2022/9/4 10:33:22,1540.0746
66,2022/9/4 10:33:28,1540.088
67,2022/9/4 10:33:34,1540.1244
68,2022/9/4 10:33:40,1540.1284
69,2022/9/4 10:33:46,1540.1497
70,2022/9/4 10:33:52,1540.1743
71,2022/9/4 10:33:58,1540.1798
72,2022/9/4 10:34:04,1540.2194
73,2022/9/4 10:34:10,1540.2376
74,2022/9/4 10:34:16,1540.2392
75,2022/9/4 10:34:22,1540.2716
76,2022/9/4 10:34:28,1540.2669
77,2022/9/4 10:34:34,1540.3135
78,2022/9/4 10:34:40,1540.342
79,2022/9/4 10:34:46,1540.3373
80,2022/9/4 10:34:52,1540.3745
81,2022/9/4 10:34:58,1540.4006
82,2022/9/4 10:35:04,1540.4149
83,2022/9/4 10:35:10,1540.4339
84,2022/9/4 10:35:16,1540.46
85,2022/9/4 10:35:22,1540.4813
86,2022/9/4 10:35:28,1540.5019
87,2022/9/4 10:35:34,1540.494
88,2022/9/4 10:35:40,1540.5138
89,2022/9/4 10:35:46,1540.5613
90,2022/9/4 10:35:52,1540.5589
91,2022/9/4 10:35:58,1540.6001
92,2022/9/4 10:36:04,1540.6254
93,2022/9/4 10:36:10,1540.6452
94,2022/9/4 10:36:16,1540.6531
95,2022/9/4 10:36:22,1540.6801
96,2022/9/4 10:36:28,1540.7196
97,2022/9/4 10:36:34,1540.7339
98,2022/9/4 10:36:40,1540.7426
99,2022/9/4 10:36:46,1540.7743
100,2022/9/4 10:36:52,1540.7893
101,2022/9/4 10:36:58,1540.8147
102,2022/9/4 10:37:04,1540.825
103,2022/9/4 10:37:10,1540.8725
104,2022/9/4 10:37:16,1540.8923
105,2022/9/4 10:37:22,1540.9002
106,2022/9/4 10:37:28,1540.9358
107,2022/9/4 10:37:34,1540.9469
108,2022/9/4 10:37:40,1540.9857
109,2022/9/4 10:37:46,1541.0198
110,2022/9/4 10:37:52,1541.0174
111,2022/9/4 10:37:58,1541.0554
112,2022/9/4 10:38:04,1541.0665
113,2022/9/4 10:38:10,1541.0871
